gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000011426.11	ANLN	protein_coding	1678	872	826	15.7250	6.5626	5.8723
ENSG00000011426.11	ANLN	protein_coding	1283	681	678	14.5151	3.5042	3.3946
ENSG00000011426.11	ANLN	protein_coding	1646	846	863	17.3955	4.9680	4.5515
ENSG00000011426.11	ANLN	protein_coding	2090	1074	1079	16.7907	4.4967	4.3762
ENSG00000011426.11	ANLN	protein_coding	3177	1604	1689	30.0600	7.6689	6.7068
ENSG00000011426.11	ANLN	protein_coding	580	287	308	8.6324	2.2189	1.9643
ENSG00000011426.11	ANLN	protein_coding	4458	2310	2260	65.6387	18.6157	18.9453
ENSG00000011426.11	ANLN	protein_coding	750	396	384	21.8974	5.1520	4.4050
ENSG00000011426.11	ANLN	protein_coding	3141	1593	1662	28.9013	7.7360	7.6499
ENSG00000011426.11	ANLN	protein_coding	605	289	332	8.2599	2.2702	2.0227
ENSG00000011426.11	ANLN	protein_coding	2471	1304	1240	23.1216	6.2519	6.2609
ENSG00000011426.11	ANLN	protein_coding	117	56	63	1.4184	0.4032	0.3972
ENSG00000011426.11	ANLN	protein_coding	1558	804	802	19.0728	5.7837	5.2979
ENSG00000011426.11	ANLN	protein_coding	2634	1395	1325	20.4947	5.6379	5.3954
ENSG00000011426.11	ANLN	protein_coding	340	157	193	4.0213	1.1821	1.2688
ENSG00000011426.11	ANLN	protein_coding	5917	70	6071	151.1854	52.5788	53.8985
ENSG00000011426.11	ANLN	protein_coding	575	289	308	7.6230	2.0383	1.8423
ENSG00000011426.11	ANLN	protein_coding	1695	896	871	15.2956	4.4345	4.4121
ENSG00000011426.11	ANLN	protein_coding	8738	4509	4570	111.7450	27.0407	24.9904
ENSG00000011426.11	ANLN	protein_coding	726	407	347	6.1801	1.6432	1.7951
ENSG00000011426.11	ANLN	protein_coding	1595	833	767	10.1481	4.1573	4.6543
ENSG00000011426.11	ANLN	protein_coding	1263	714	617	12.5336	3.2860	3.1150
ENSG00000011426.11	ANLN	protein_coding	146	86	65	1.5401	0.4358	0.4452
ENSG00000011426.11	ANLN	protein_coding	2096	1022	1082	15.6313	4.9248	4.8888
ENSG00000011426.11	ANLN	protein_coding	4259	2187	2170	51.8185	19.5925	22.1986
ENSG00000011426.11	ANLN	protein_coding	5109	2566	2621	42.6593	11.9310	12.1426
ENSG00000011426.11	ANLN	protein_coding	2503	1282	1334	27.9517	7.4719	8.0079
ENSG00000011426.11	ANLN	protein_coding	660	352	319	5.5567	1.4846	1.4021
ENSG00000011426.11	ANLN	protein_coding	3678	1952	1892	33.0678	8.3641	9.0981
ENSG00000011426.11	ANLN	protein_coding	972	497	497	9.5334	2.5339	2.4927
ENSG00000011426.11	ANLN	protein_coding	3561	1861	1817	31.0687	9.3838	9.5867
ENSG00000011426.11	ANLN	protein_coding	149	86	71	1.5682	0.4265	0.4074
ENSG00000011426.11	ANLN	protein_coding	3740	1982	1862	33.7837	9.0390	9.5612
ENSG00000011426.11	ANLN	protein_coding	155	78	80	1.1183	0.4200	0.5324
ENSG00000011426.11	ANLN	protein_coding	1562	778	798	9.8401	4.4487	4.7543
ENSG00000011426.11	ANLN	protein_coding	776	436	355	8.1188	2.7794	2.6942
ENSG00000011426.11	ANLN	protein_coding	2160	1086	1135	17.4588	11.1892	10.9600
ENSG00000011426.11	ANLN	protein_coding	1537	845	748	13.3630	3.6763	3.5175
ENSG00000011426.11	ANLN	protein_coding	3053	1441	1639	23.7074	7.5766	8.1391
ENSG00000011426.11	ANLN	protein_coding	3020	1530	1565	28.9038	7.6731	7.3146
ENSG00000011426.11	ANLN	protein_coding	426	225	213	4.5265	1.1860	1.1167
ENSG00000011426.11	ANLN	protein_coding	320	165	163	4.1230	1.0994	1.0516
ENSG00000011426.11	ANLN	protein_coding	2336	1162	1194	16.6002	5.8706	6.6268
ENSG00000011426.11	ANLN	protein_coding	304	149	162	3.9925	1.2108	1.1414
ENSG00000011426.11	ANLN	protein_coding	1226	666	621	11.4742	3.2171	3.2521
ENSG00000011426.11	ANLN	protein_coding	1645	869	836	14.0715	3.9327	4.5348
ENSG00000011426.11	ANLN	protein_coding	4387	2280	2240	43.3393	10.2970	9.4414
ENSG00000011426.11	ANLN	protein_coding	2198	1153	1065	17.3410	5.6084	5.9028
ENSG00000011426.11	ANLN	protein_coding	7113	3621	3702	57.5615	15.8551	15.9231
ENSG00000011426.11	ANLN	protein_coding	178	99	79	2.5272	0.9953	1.0709
ENSG00000011426.11	ANLN	protein_coding	427	218	213	3.2763	2.1079	2.6727
ENSG00000011426.11	ANLN	protein_coding	1497	763	772	12.5074	3.7501	4.4277
ENSG00000011426.11	ANLN	protein_coding	330	171	169	3.5158	0.9285	0.8754
ENSG00000011426.11	ANLN	protein_coding	2155	1087	1117	30.4958	8.6903	8.8316
ENSG00000011426.11	ANLN	protein_coding	1157	581	582	9.1791	5.9835	6.2778
ENSG00000011426.11	ANLN	protein_coding	1455	736	772	16.1147	4.5620	4.7789
ENSG00000011426.11	ANLN	protein_coding	2725	1386	1416	18.6658	5.1420	4.8812
ENSG00000011426.11	ANLN	protein_coding	2657	1385	1365	37.5701	8.9842	8.3273
ENSG00000011426.11	ANLN	protein_coding	3232	1730	1602	51.5263	14.6116	14.9772
ENSG00000011426.11	ANLN	protein_coding	291	149	144	2.9592	0.9688	1.1808
ENSG00000011426.11	ANLN	protein_coding	2098	1103	1056	23.3723	7.1066	7.1577
ENSG00000011426.11	ANLN	protein_coding	1132	585	583	13.7694	4.4638	4.2519
ENSG00000011426.11	ANLN	protein_coding	2370	1195	1253	22.8755	5.6993	5.0231
ENSG00000011426.11	ANLN	protein_coding	287	140	153	2.5352	0.7481	0.7476
ENSG00000011426.11	ANLN	protein_coding	4441	2258	2313	43.2002	12.3695	12.4532
ENSG00000011426.11	ANLN	protein_coding	471	243	240	5.6779	1.5861	1.7212
ENSG00000011426.11	ANLN	protein_coding	234	104	136	2.5277	0.6911	0.6256
ENSG00000011426.11	ANLN	protein_coding	552	280	275	5.6691	1.8411	1.8271
ENSG00000011426.11	ANLN	protein_coding	6221	3245	3159	51.9380	16.3170	15.9679
ENSG00000011426.11	ANLN	protein_coding	917	478	474	12.1483	3.1763	3.5067
ENSG00000011426.11	ANLN	protein_coding	176	86	98	1.5496	0.4561	0.4492
ENSG00000011426.11	ANLN	protein_coding	432	209	225	3.8553	1.1893	1.2109
ENSG00000011426.11	ANLN	protein_coding	1812	901	949	15.2442	4.6518	4.5552
ENSG00000011426.11	ANLN	protein_coding	657	326	350	7.0557	2.2818	2.5571
ENSG00000011426.11	ANLN	protein_coding	2814	1412	1523	26.2596	7.0036	6.9092
ENSG00000011426.11	ANLN	protein_coding	1498	766	814	13.1286	3.3384	3.2906
ENSG00000011426.11	ANLN	protein_coding	1788	946	898	22.9350	6.2984	6.4214
ENSG00000011426.11	ANLN	protein_coding	1889	992	959	28.0128	7.2551	6.8964
ENSG00000011426.11	ANLN	protein_coding	3135	1674	1527	43.3983	13.2693	12.8674
ENSG00000011426.11	ANLN	protein_coding	3124	1659	1607	19.9600	5.6249	5.4187
ENSG00000011426.11	ANLN	protein_coding	7942	4123	4108	82.7788	21.8652	21.6000
ENSG00000011426.11	ANLN	protein_coding	965	476	493	9.4821	3.1738	3.3437
ENSG00000011426.11	ANLN	protein_coding	4877	2504	2514	45.7808	12.1873	11.8986
ENSG00000011426.11	ANLN	protein_coding	1114	588	567	10.4063	2.5039	2.7772
ENSG00000011426.11	ANLN	protein_coding	7277	3682	3670	75.5596	25.7669	27.2135
ENSG00000011426.11	ANLN	protein_coding	3954	1979	2009	36.4394	14.7213	16.3824
ENSG00000011426.11	ANLN	protein_coding	10557	5429	5422	58.6012	19.5662	18.3817
ENSG00000011426.11	ANLN	protein_coding	2594	1378	1305	35.3821	9.1983	9.3775
ENSG00000011426.11	ANLN	protein_coding	4886	2532	2524	46.2788	13.5598	13.7904
ENSG00000011426.11	ANLN	protein_coding	1968	1025	996	29.2662	9.1274	8.6400
ENSG00000011426.11	ANLN	protein_coding	2328	1187	1273	28.4332	7.7059	7.5752
ENSG00000011426.11	ANLN	protein_coding	20001	10337	10167	124.1587	53.6343	49.6509
ENSG00000011426.11	ANLN	protein_coding	2394	1288	1191	27.9524	6.9398	6.6848
ENSG00000011426.11	ANLN	protein_coding	3051	1583	1509	23.2142	8.0451	8.2264
ENSG00000011426.11	ANLN	protein_coding	4197	2173	2176	40.0265	9.9644	9.9751
ENSG00000011426.11	ANLN	protein_coding	756	413	376	10.7018	3.1462	3.1656
ENSG00000011426.11	ANLN	protein_coding	1350	704	686	18.7716	4.9295	4.6740
ENSG00000011426.11	ANLN	protein_coding	4778	2498	2474	39.4840	12.6575	13.5587
ENSG00000011426.11	ANLN	protein_coding	478	246	246	4.8113	1.3008	1.2683
ENSG00000011426.11	ANLN	protein_coding	405	228	200	3.8650	1.2451	1.1441
ENSG00000011426.11	ANLN	protein_coding	14174	7198	7300	130.0474	33.2459	31.0904
ENSG00000011426.11	ANLN	protein_coding	130	61	74	1.9859	0.5551	0.5097
ENSG00000011426.11	ANLN	protein_coding	4450	2316	2295	38.4282	9.9046	9.6350
ENSG00000011426.11	ANLN	protein_coding	2989	1579	1510	35.5237	8.5169	7.6873
ENSG00000011426.11	ANLN	protein_coding	3936	1965	2022	30.7224	8.9151	9.4212
ENSG00000011426.11	ANLN	protein_coding	2133	1076	1115	26.2802	7.8168	7.4795
ENSG00000011426.11	ANLN	protein_coding	2833	1438	1498	23.3760	6.2167	5.7215
ENSG00000011426.11	ANLN	protein_coding	2821	1482	1462	19.1044	4.9365	4.6910
ENSG00000011426.11	ANLN	protein_coding	2937	1494	1510	25.3964	10.4467	10.4834
ENSG00000011426.11	ANLN	protein_coding	341	154	193	2.8645	1.9729	3.9474
ENSG00000011426.11	ANLN	protein_coding	1620	827	865	16.8431	5.9721	5.4328
ENSG00000011426.11	ANLN	protein_coding	8874	4529	4603	78.2839	22.2480	20.4127
ENSG00000011426.11	ANLN	protein_coding	697	336	370	5.9036	2.2979	2.4118
ENSG00000011426.11	ANLN	protein_coding	4151	2148	2226	38.9946	10.1720	10.2747
ENSG00000011426.11	ANLN	protein_coding	753	387	386	7.3718	2.3808	2.4166
ENSG00000011426.11	ANLN	protein_coding	665	328	345	5.9213	1.9425	2.1891
ENSG00000011426.11	ANLN	protein_coding	2620	1349	1342	22.0172	5.9153	5.9433
ENSG00000011426.11	ANLN	protein_coding	232	109	130	1.6506	0.5129	0.5832
ENSG00000011426.11	ANLN	protein_coding	6519	3429	3354	71.4062	19.1278	18.3242
ENSG00000011426.11	ANLN	protein_coding	2897	1487	1447	23.6809	8.1686	8.3473
ENSG00000011426.11	ANLN	protein_coding	4828	2561	2346	36.7511	11.8622	12.0637
ENSG00000011426.11	ANLN	protein_coding	420	232	197	5.8027	1.9261	1.9484
ENSG00000011426.11	ANLN	protein_coding	3248	1653	1689	28.8942	8.2401	7.7596
ENSG00000011426.11	ANLN	protein_coding	123	60	69	1.2046	0.3438	0.3273
ENSG00000011426.11	ANLN	protein_coding	5870	3092	3029	39.4966	11.8071	11.8905
ENSG00000011426.11	ANLN	protein_coding	958	478	486	10.6445	3.3078	3.2780
ENSG00000011426.11	ANLN	protein_coding	1529	760	778	17.0278	7.9949	9.7871
ENSG00000011426.11	ANLN	protein_coding	2197	1127	1127	19.0722	5.7167	6.0041
ENSG00000011426.11	ANLN	protein_coding	2597	1328	1332	27.0194	8.2103	8.7310
ENSG00000011426.11	ANLN	protein_coding	9132	4637	4831	94.0288	26.6720	25.8619
ENSG00000011426.11	ANLN	protein_coding	253	122	142	2.9176	0.7944	0.7472
ENSG00000011426.11	ANLN	protein_coding	484	237	266	8.0420	2.2286	2.0322
ENSG00000011426.11	ANLN	protein_coding	6415	3354	3190	70.7455	20.9232	20.6632
ENSG00000011426.11	ANLN	protein_coding	8286	4255	4285	61.6132	16.2623	17.9305
ENSG00000011426.11	ANLN	protein_coding	5439	2926	2951	49.6920	25.4001	25.1115
ENSG00000011426.11	ANLN	protein_coding	437	216	237	3.7680	1.0664	1.0635
ENSG00000011426.11	ANLN	protein_coding	780	410	391	6.9116	2.1695	2.0662
ENSG00000011426.11	ANLN	protein_coding	251	119	140	2.5112	0.8021	0.8519
ENSG00000011426.11	ANLN	protein_coding	2418	1291	1201	26.8497	7.0509	6.9449
ENSG00000011426.11	ANLN	protein_coding	3353	1737	1717	30.7143	7.7806	7.3732
ENSG00000011426.11	ANLN	protein_coding	3823	1988	1975	36.3693	9.1658	8.6722
ENSG00000011426.11	ANLN	protein_coding	1689	878	873	18.5732	4.8968	4.7226
ENSG00000011426.11	ANLN	protein_coding	4352	2242	2247	36.0758	9.0569	9.1355
ENSG00000011426.11	ANLN	protein_coding	999	481	525	10.8402	3.5457	3.9345
ENSG00000011426.11	ANLN	protein_coding	3648	1799	1873	27.4904	13.7475	18.4037
ENSG00000011426.11	ANLN	protein_coding	1272	686	638	18.8223	5.3389	5.4076
ENSG00000011426.11	ANLN	protein_coding	4436	2228	2258	29.0093	16.3107	18.3903
ENSG00000011426.11	ANLN	protein_coding	1618	851	816	25.8274	6.8994	6.3953
ENSG00000011426.11	ANLN	protein_coding	3566	1788	1893	23.2703	6.5095	6.8221
ENSG00000011426.11	ANLN	protein_coding	4000	2038	2088	42.2175	10.9202	11.4027
ENSG00000011426.11	ANLN	protein_coding	66	36	34	1.1611	0.3368	0.3244
ENSG00000011426.11	ANLN	protein_coding	1230	2	1323	9.2866	5.2857	5.0770
ENSG00000011426.11	ANLN	protein_coding	598	277	332	6.9591	2.1225	2.0546
ENSG00000011426.11	ANLN	protein_coding	1339	684	692	16.6790	4.6977	4.1077
ENSG00000011426.11	ANLN	protein_coding	6774	3503	3509	57.1829	14.4714	13.6649
ENSG00000011426.11	ANLN	protein_coding	270	131	142	3.4861	0.9612	0.8986
ENSG00000011426.11	ANLN	protein_coding	2631	1340	1404	34.6651	9.3128	9.3474
ENSG00000011426.11	ANLN	protein_coding	1740	890	904	22.9210	7.1501	7.4396
ENSG00000011426.11	ANLN	protein_coding	1236	664	632	14.2751	4.3859	4.2810
ENSG00000011426.11	ANLN	protein_coding	681	361	353	5.8733	1.6044	1.4436
ENSG00000011426.11	ANLN	protein_coding	319	148	182	4.7876	1.3602	1.3410
ENSG00000011426.11	ANLN	protein_coding	973	526	472	11.1828	3.4105	3.8407
ENSG00000011426.11	ANLN	protein_coding	1377	698	722	15.7844	4.3066	4.1552
ENSG00000011426.11	ANLN	protein_coding	5253	2574	2856	60.9789	16.9218	17.4627
ENSG00000011426.11	ANLN	protein_coding	617	344	284	7.2894	2.0625	2.1534
ENSG00000011426.11	ANLN	protein_coding	1409	678	737	8.2660	4.3249	6.0569
ENSG00000011426.11	ANLN	protein_coding	220	104	121	3.7178	1.1050	1.0873
ENSG00000011426.11	ANLN	protein_coding	2441	1231	1267	26.8440	7.0140	7.5265
ENSG00000011426.11	ANLN	protein_coding	820	402	452	10.3118	2.5865	2.5702
ENSG00000011426.11	ANLN	protein_coding	13620	6953	7130	145.6046	39.1085	36.7433
ENSG00000011426.11	ANLN	protein_coding	10723	5648	5571	95.3391	24.3800	23.5679
ENSG00000011426.11	ANLN	protein_coding	11700	6074	5980	60.4492	23.2658	23.9898
ENSG00000011426.11	ANLN	protein_coding	990	500	519	11.5185	4.2574	4.7588
ENSG00000011426.11	ANLN	protein_coding	2035	1070	1015	31.6709	10.3762	9.5926
ENSG00000011426.11	ANLN	protein_coding	3299	1633	1712	23.5410	10.1153	10.5952
ENSG00000011426.11	ANLN	protein_coding	136	73	68	1.1266	0.3516	0.3543
ENSG00000011426.11	ANLN	protein_coding	7214	3736	3814	64.7585	17.8634	17.4341
ENSG00000011426.11	ANLN	protein_coding	504	248	259	5.0338	2.1533	2.7672
ENSG00000011426.11	ANLN	protein_coding	1606	787	865	17.6160	5.2580	5.4590
ENSG00000011426.11	ANLN	protein_coding	186	87	99	1.3159	0.5397	0.6114
ENSG00000011426.11	ANLN	protein_coding	2807	1426	1434	26.1842	8.0836	8.2744
ENSG00000011426.11	ANLN	protein_coding	2199	1137	1117	18.7388	6.2758	6.2880
ENSG00000011426.11	ANLN	protein_coding	1821	961	908	13.1893	3.7750	4.0278
ENSG00000011426.11	ANLN	protein_coding	3376	1768	1702	50.1698	12.4731	12.8863
ENSG00000011426.11	ANLN	protein_coding	1221	623	636	13.9147	3.5350	3.3342
ENSG00000011426.11	ANLN	protein_coding	3851	2031	1881	29.8476	10.3005	10.8753
ENSG00000011426.11	ANLN	protein_coding	149	79	75	2.2059	0.6489	0.6081
ENSG00000011426.11	ANLN	protein_coding	1364	676	723	14.9917	4.5594	4.2348
ENSG00000011426.11	ANLN	protein_coding	757	360	399	8.7655	2.9654	3.2917
ENSG00000011426.11	ANLN	protein_coding	1412	714	708	11.7035	3.4584	4.3229
ENSG00000011426.11	ANLN	protein_coding	2067	1069	1063	14.0797	4.1615	4.2167
ENSG00000011426.11	ANLN	protein_coding	254	141	130	3.6914	1.1288	1.3024
ENSG00000011426.11	ANLN	protein_coding	1906	988	1013	21.0450	5.3588	5.0157
ENSG00000011426.11	ANLN	protein_coding	2128	1069	1071	32.4536	9.5853	8.9265
ENSG00000011426.11	ANLN	protein_coding	1748	897	910	17.5576	5.1998	5.2458
ENSG00000011426.11	ANLN	protein_coding	18	7	11	0.2225	0.0813	0.1040
ENSG00000011426.11	ANLN	protein_coding	434	0	448	14.0952	4.4596	4.1081
ENSG00000011426.11	ANLN	protein_coding	685	378	321	13.6196	3.6566	3.3822
ENSG00000011426.11	ANLN	protein_coding	1679	938	823	20.3670	5.3238	4.9422
ENSG00000011426.11	ANLN	protein_coding	163	88	80	1.5475	0.4864	0.5859
ENSG00000011426.11	ANLN	protein_coding	1185	584	634	12.2818	3.5282	3.5544
ENSG00000011426.11	ANLN	protein_coding	4819	2520	2444	31.7876	10.1396	10.7071
ENSG00000011426.11	ANLN	protein_coding	797	397	412	7.2895	2.9126	4.0747
ENSG00000011426.11	ANLN	protein_coding	236	113	124	2.3440	0.7737	0.8464
ENSG00000011426.11	ANLN	protein_coding	3535	1853	1816	58.4018	14.4664	12.8442
ENSG00000011426.11	ANLN	protein_coding	5245	2768	2664	37.1976	10.4703	11.3872
ENSG00000011426.11	ANLN	protein_coding	2469	1253	1265	38.9039	11.6336	11.1755
ENSG00000011426.11	ANLN	protein_coding	7023	3597	3533	51.6785	16.8617	16.9444
ENSG00000011426.11	ANLN	protein_coding	780	395	425	8.0864	3.8085	3.6126
ENSG00000011426.11	ANLN	protein_coding	749	403	371	7.1656	2.1312	2.3283
ENSG00000011426.11	ANLN	protein_coding	1659	883	824	17.5936	4.1311	3.9674
ENSG00000011426.11	ANLN	protein_coding	983	512	509	11.3399	3.5537	4.0489
ENSG00000011426.11	ANLN	protein_coding	2377	1220	1210	22.9546	6.4745	5.9941
ENSG00000011426.11	ANLN	protein_coding	505	287	224	5.7385	2.3694	2.4315
ENSG00000011426.11	ANLN	protein_coding	1149	573	612	17.8487	4.9616	4.7028
ENSG00000011426.11	ANLN	protein_coding	2401	1251	1214	22.8841	6.9903	6.8156
ENSG00000011426.11	ANLN	protein_coding	2223	1156	1157	33.0636	8.6772	8.1167
ENSG00000011426.11	ANLN	protein_coding	2259	1202	1121	19.7894	6.3272	6.4022
ENSG00000011426.11	ANLN	protein_coding	1516	758	772	17.5900	7.1879	7.2160
ENSG00000011426.11	ANLN	protein_coding	2548	1323	1306	21.6316	5.7733	5.0768
