gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000128052.10	KDR	protein_coding	1333	689	644	10.7027	2.8565	2.5119
ENSG00000128052.10	KDR	protein_coding	2271	1159	1112	30.5787	8.5907	8.4913
ENSG00000128052.10	KDR	protein_coding	4257	2132	2125	37.1169	9.8902	8.7893
ENSG00000128052.10	KDR	protein_coding	2040	1014	1026	20.9500	6.0668	5.3153
ENSG00000128052.10	KDR	protein_coding	1015	527	488	7.9221	2.4289	2.7544
ENSG00000128052.10	KDR	protein_coding	2400	1200	1200	23.2606	7.1638	7.2196
ENSG00000128052.10	KDR	protein_coding	1626	805	821	13.3053	3.7103	3.8120
ENSG00000128052.10	KDR	protein_coding	2348	1134	1214	22.3671	6.6286	6.1327
ENSG00000128052.10	KDR	protein_coding	3194	1611	1583	29.9705	8.8190	8.7390
ENSG00000128052.10	KDR	protein_coding	2985	1480	1505	26.2875	7.0942	7.8866
ENSG00000128052.10	KDR	protein_coding	952	470	482	12.0091	4.2638	4.6274
ENSG00000128052.10	KDR	protein_coding	6892	3412	3480	69.8505	18.0568	18.0182
ENSG00000128052.10	KDR	protein_coding	4444	2194	2250	35.5892	9.0700	9.3005
ENSG00000128052.10	KDR	protein_coding	1573	786	787	14.6441	4.4865	4.7097
ENSG00000128052.10	KDR	protein_coding	2274	1129	1145	19.5442	4.8062	5.0082
ENSG00000128052.10	KDR	protein_coding	3103	1625	1478	13.5749	5.0546	5.4541
ENSG00000128052.10	KDR	protein_coding	7016	3544	3472	51.0640	16.8042	18.8067
ENSG00000128052.10	KDR	protein_coding	5894	2915	2980	57.3041	18.1830	19.5779
ENSG00000128052.10	KDR	protein_coding	1749	845	904	27.4187	7.6352	6.8770
ENSG00000128052.10	KDR	protein_coding	3367	1683	1684	36.1209	10.2073	9.6454
ENSG00000128052.10	KDR	protein_coding	2912	1456	1456	33.6706	9.0808	9.1138
ENSG00000128052.10	KDR	protein_coding	2177	1078	1099	23.5516	7.4560	8.8680
ENSG00000128052.10	KDR	protein_coding	6312	3139	3173	64.2032	16.8795	17.6131
ENSG00000128052.10	KDR	protein_coding	1143	556	587	12.0658	4.1078	4.4275
ENSG00000128052.10	KDR	protein_coding	1776	915	862	14.4939	4.0497	4.0116
ENSG00000128052.10	KDR	protein_coding	4258	2069	2189	34.1603	12.1605	13.9701
ENSG00000128052.10	KDR	protein_coding	4866	2388	2478	53.2032	15.9511	16.2692
ENSG00000128052.10	KDR	protein_coding	2099	1056	1043	27.9423	8.0623	10.6395
ENSG00000128052.10	KDR	protein_coding	1831	892	939	17.0591	5.1691	4.8848
ENSG00000128052.10	KDR	protein_coding	2264	1157	1107	23.4486	6.1757	5.8851
ENSG00000128052.10	KDR	protein_coding	4667	2363	2304	36.7693	9.1648	10.1304
ENSG00000128052.10	KDR	protein_coding	1694	794	900	14.6275	5.0835	5.2424
ENSG00000128052.10	KDR	protein_coding	6061	3094	2967	62.8690	19.4420	18.8554
ENSG00000128052.10	KDR	protein_coding	654	331	323	6.8340	1.9665	1.9011
ENSG00000128052.10	KDR	protein_coding	3387	1751	1636	23.9764	6.3964	6.6171
ENSG00000128052.10	KDR	protein_coding	1657	823	834	15.0796	4.6743	4.5322
ENSG00000128052.10	KDR	protein_coding	8212	4107	4105	62.5383	21.1311	25.4373
ENSG00000128052.10	KDR	protein_coding	569	294	275	7.1947	2.2328	1.9382
ENSG00000128052.10	KDR	protein_coding	791	411	380	13.1595	9.3688	9.6688
ENSG00000128052.10	KDR	protein_coding	1218	595	623	15.1008	4.0854	4.0735
ENSG00000128052.10	KDR	protein_coding	814	440	374	10.1880	2.9054	3.0388
ENSG00000128052.10	KDR	protein_coding	3990	1992	1999	52.4535	13.9567	13.4011
ENSG00000128052.10	KDR	protein_coding	2545	1226	1319	19.5938	5.5082	5.7013
ENSG00000128052.10	KDR	protein_coding	1685	878	807	26.1453	7.4300	7.0814
ENSG00000128052.10	KDR	protein_coding	3192	1596	1596	28.8455	8.0170	7.3842
ENSG00000128052.10	KDR	protein_coding	2247	1083	1164	49.9984	13.8777	12.4981
ENSG00000128052.10	KDR	protein_coding	2869	1424	1445	26.4039	6.3656	6.1202
ENSG00000128052.10	KDR	protein_coding	2634	1322	1312	19.2540	5.3165	5.4114
ENSG00000128052.10	KDR	protein_coding	2984	1453	1531	21.3586	7.3452	7.6801
ENSG00000128052.10	KDR	protein_coding	3704	1858	1846	40.8402	10.9537	12.1525
ENSG00000128052.10	KDR	protein_coding	4852	2482	2371	31.7659	9.8226	9.8292
ENSG00000128052.10	KDR	protein_coding	1763	912	851	15.9607	5.5573	5.3638
ENSG00000128052.10	KDR	protein_coding	5057	2533	2524	60.1642	20.6156	24.8541
ENSG00000128052.10	KDR	protein_coding	2890	1457	1433	26.4196	6.5695	6.4074
ENSG00000128052.10	KDR	protein_coding	2830	1349	1482	20.9233	5.9848	6.1834
ENSG00000128052.10	KDR	protein_coding	288	144	144	3.3936	1.0584	1.0772
ENSG00000128052.10	KDR	protein_coding	7444	3868	3576	45.6513	11.5811	11.4836
ENSG00000128052.10	KDR	protein_coding	10189	5162	5028	85.1336	23.9323	26.6147
ENSG00000128052.10	KDR	protein_coding	442	222	220	6.9093	2.0714	2.2542
ENSG00000128052.10	KDR	protein_coding	3571	1739	1832	35.1895	10.2026	10.4143
ENSG00000128052.10	KDR	protein_coding	853	423	430	18.6173	6.1806	6.1206
ENSG00000128052.10	KDR	protein_coding	7066	3499	3569	48.8033	12.7663	12.9029
ENSG00000128052.10	KDR	protein_coding	1208	573	635	16.7377	5.5820	6.3767
ENSG00000128052.10	KDR	protein_coding	2087	1009	1078	26.4874	9.0266	9.0461
ENSG00000128052.10	KDR	protein_coding	4445	2178	2268	43.3694	10.4640	10.4728
ENSG00000128052.10	KDR	protein_coding	391	0	391	11.9931	3.7378	3.4074
ENSG00000128052.10	KDR	protein_coding	2646	1367	1279	19.6553	5.4682	5.7768
ENSG00000128052.10	KDR	protein_coding	1967	938	1029	20.3842	6.2676	6.3604
ENSG00000128052.10	KDR	protein_coding	1343	674	669	10.8443	3.8241	3.6314
ENSG00000128052.10	KDR	protein_coding	3255	1645	1610	29.6887	9.5076	9.7580
ENSG00000128052.10	KDR	protein_coding	644	317	327	10.1036	3.8192	3.7639
ENSG00000128052.10	KDR	protein_coding	1472	747	725	13.8497	3.9318	4.1764
ENSG00000128052.10	KDR	protein_coding	2521	1239	1282	31.8559	9.0517	8.6254
ENSG00000128052.10	KDR	protein_coding	1397	694	703	14.5103	4.6392	4.4732
ENSG00000128052.10	KDR	protein_coding	1142	582	560	13.4081	3.3871	3.4860
ENSG00000128052.10	KDR	protein_coding	3471	1767	1704	29.5371	8.6935	8.3952
ENSG00000128052.10	KDR	protein_coding	2525	1239	1286	25.5042	6.4635	6.2775
ENSG00000128052.10	KDR	protein_coding	3557	1768	1789	31.5786	8.2220	7.8558
ENSG00000128052.10	KDR	protein_coding	2963	1469	1494	35.0714	8.4048	8.3495
ENSG00000128052.10	KDR	protein_coding	1462	726	736	12.4122	4.0585	4.6890
ENSG00000128052.10	KDR	protein_coding	3955	2003	1952	50.3969	14.2519	13.8301
ENSG00000128052.10	KDR	protein_coding	1498	741	757	12.1753	3.3988	3.7383
ENSG00000128052.10	KDR	protein_coding	1187	591	596	14.8931	4.1303	3.8442
ENSG00000128052.10	KDR	protein_coding	3495	1734	1761	28.9295	8.5130	8.1500
ENSG00000128052.10	KDR	protein_coding	1379	688	691	13.2065	3.9669	3.7336
ENSG00000128052.10	KDR	protein_coding	5322	2702	2620	42.8049	13.6363	13.8677
ENSG00000128052.10	KDR	protein_coding	3046	1501	1545	22.9530	5.8035	5.8192
ENSG00000128052.10	KDR	protein_coding	1652	812	840	15.1057	6.8950	6.5949
ENSG00000128052.10	KDR	protein_coding	2628	1340	1288	22.5344	6.8684	6.2469
ENSG00000128052.10	KDR	protein_coding	1630	805	826	25.7879	7.4856	7.5007
ENSG00000128052.10	KDR	protein_coding	133	66	67	1.5689	0.5490	0.6717
ENSG00000128052.10	KDR	protein_coding	338	152	186	3.8453	1.8466	2.2091
ENSG00000128052.10	KDR	protein_coding	1190	652	538	17.6606	5.2896	5.7987
ENSG00000128052.10	KDR	protein_coding	5621	2780	2841	85.2609	22.8690	22.6357
ENSG00000128052.10	KDR	protein_coding	1810	902	908	14.8924	4.5396	4.7814
ENSG00000128052.10	KDR	protein_coding	628	303	325	6.0927	2.0761	2.2223
ENSG00000128052.10	KDR	protein_coding	2439	1216	1223	30.4387	8.3133	7.7803
ENSG00000128052.10	KDR	protein_coding	3544	1796	1748	28.1665	8.1468	7.9473
ENSG00000128052.10	KDR	protein_coding	2434	1155	1279	20.0605	5.3986	5.1979
ENSG00000128052.10	KDR	protein_coding	1917	972	945	15.2461	4.0924	4.0155
ENSG00000128052.10	KDR	protein_coding	1073	554	519	14.0041	3.8715	3.8100
ENSG00000128052.10	KDR	protein_coding	1420	697	723	13.3049	3.7711	3.5082
ENSG00000128052.10	KDR	protein_coding	1330	655	675	20.6413	6.7268	6.5924
ENSG00000128052.10	KDR	protein_coding	1829	898	931	19.1009	5.3141	4.9862
ENSG00000128052.10	KDR	protein_coding	3597	1850	1747	30.6558	7.6028	7.0775
ENSG00000128052.10	KDR	protein_coding	1524	748	776	12.4384	4.0381	4.2295
ENSG00000128052.10	KDR	protein_coding	573	301	272	6.6067	2.1830	2.4057
ENSG00000128052.10	KDR	protein_coding	2278	1136	1142	20.9257	5.9147	6.2021
ENSG00000128052.10	KDR	protein_coding	1983	1005	978	16.8385	4.2078	3.8703
ENSG00000128052.10	KDR	protein_coding	663	345	318	9.0989	2.2425	2.2691
ENSG00000128052.10	KDR	protein_coding	1202	578	624	12.1233	4.0943	4.4611
ENSG00000128052.10	KDR	protein_coding	1395	732	663	15.1883	5.1995	5.5079
ENSG00000128052.10	KDR	protein_coding	2646	1292	1355	32.6051	8.7979	9.1475
ENSG00000128052.10	KDR	protein_coding	350	191	159	3.4207	1.1658	1.2801
ENSG00000128052.10	KDR	protein_coding	3443	1735	1708	52.3269	15.5312	15.2507
ENSG00000128052.10	KDR	protein_coding	1142	567	575	27.5536	7.5078	7.0577
ENSG00000128052.10	KDR	protein_coding	5446	2789	2657	51.3413	15.9698	15.3165
ENSG00000128052.10	KDR	protein_coding	7315	3626	3690	58.8241	15.1063	16.3869
ENSG00000128052.10	KDR	protein_coding	7319	3682	3637	51.2238	16.2846	16.1032
ENSG00000128052.10	KDR	protein_coding	4668	2303	2365	42.4577	11.9632	11.3666
ENSG00000128052.10	KDR	protein_coding	2695	1363	1332	25.8295	6.7300	6.8935
ENSG00000128052.10	KDR	protein_coding	487	1	488	13.6624	4.2023	3.7527
ENSG00000128052.10	KDR	protein_coding	1233	645	588	11.8545	4.5428	5.2162
ENSG00000128052.10	KDR	protein_coding	182	92	90	1.7075	0.4848	0.4439
ENSG00000128052.10	KDR	protein_coding	2925	1506	1419	38.6543	12.2532	11.8611
ENSG00000128052.10	KDR	protein_coding	4239	2040	2199	38.9505	13.0611	13.5798
ENSG00000128052.10	KDR	protein_coding	3006	1522	1484	35.1757	9.3489	8.8609
ENSG00000128052.10	KDR	protein_coding	2012	969	1043	18.0675	6.3179	5.9867
ENSG00000128052.10	KDR	protein_coding	3409	1703	1706	39.5994	11.5589	12.0943
ENSG00000128052.10	KDR	protein_coding	7541	3804	3737	39.4649	10.7233	11.0058
ENSG00000128052.10	KDR	protein_coding	1246	616	630	10.6686	3.6587	3.7846
ENSG00000128052.10	KDR	protein_coding	7916	3955	3961	65.1612	21.6978	20.1797
ENSG00000128052.10	KDR	protein_coding	6536	3306	3231	42.1320	13.2160	13.6305
ENSG00000128052.10	KDR	protein_coding	3685	1800	1886	44.3741	12.2626	11.6552
ENSG00000128052.10	KDR	protein_coding	5201	2622	2579	44.2996	11.7726	11.1235
ENSG00000128052.10	KDR	protein_coding	8792	4361	4431	76.3492	21.2511	20.4158
ENSG00000128052.10	KDR	protein_coding	1565	791	774	10.7800	3.1056	3.1704
ENSG00000128052.10	KDR	protein_coding	5907	2971	2937	41.6198	13.9232	15.3079
ENSG00000128052.10	KDR	protein_coding	2533	1230	1303	39.2742	10.7780	10.6290
ENSG00000128052.10	KDR	protein_coding	2337	1215	1122	24.4091	6.6668	6.0398
ENSG00000128052.10	KDR	protein_coding	5018	2481	2537	45.9247	11.3524	10.7488
ENSG00000128052.10	KDR	protein_coding	2130	1078	1052	24.6420	7.3916	7.5745
ENSG00000128052.10	KDR	protein_coding	1166	610	556	8.1291	3.0042	3.3550
ENSG00000128052.10	KDR	protein_coding	3505	1731	1774	38.0954	10.5813	10.0546
ENSG00000128052.10	KDR	protein_coding	2133	1084	1049	13.5291	5.3861	5.7978
ENSG00000128052.10	KDR	protein_coding	3006	1452	1554	30.0111	8.4045	7.8968
ENSG00000128052.10	KDR	protein_coding	2067	1031	1036	34.8586	8.5293	7.9307
ENSG00000128052.10	KDR	protein_coding	6254	3137	3117	51.5268	15.3081	15.3982
ENSG00000128052.10	KDR	protein_coding	2752	1406	1346	38.4648	10.2726	9.8350
ENSG00000128052.10	KDR	protein_coding	3799	1873	1927	37.3994	9.6154	8.9782
ENSG00000128052.10	KDR	protein_coding	2324	1094	1230	27.1736	6.7660	6.6415
ENSG00000128052.10	KDR	protein_coding	2696	1327	1369	26.7198	6.9956	6.5706
ENSG00000128052.10	KDR	protein_coding	2933	1460	1473	29.6576	7.6253	6.9075
ENSG00000128052.10	KDR	protein_coding	1889	982	907	14.1975	4.5615	4.6028
ENSG00000128052.10	KDR	protein_coding	3065	1531	1535	30.8954	10.3008	11.6949
ENSG00000128052.10	KDR	protein_coding	11117	5630	5488	72.1325	25.7438	33.1890
ENSG00000128052.10	KDR	protein_coding	5527	2798	2730	39.0637	12.2287	12.4589
ENSG00000128052.10	KDR	protein_coding	942	468	474	7.4170	2.1395	2.2312
ENSG00000128052.10	KDR	protein_coding	903	451	452	6.9125	2.4745	2.4937
ENSG00000128052.10	KDR	protein_coding	4447	2278	2169	46.2750	11.0963	10.7190
ENSG00000128052.10	KDR	protein_coding	246	117	129	2.4550	0.8664	1.0434
ENSG00000128052.10	KDR	protein_coding	3602	1815	1787	47.3999	14.2917	13.7756
ENSG00000128052.10	KDR	protein_coding	996	464	532	9.8940	2.3339	2.1127
ENSG00000128052.10	KDR	protein_coding	1544	753	791	17.5267	4.3642	3.9224
ENSG00000128052.10	KDR	protein_coding	1521	808	713	17.6888	4.6464	4.6773
ENSG00000128052.10	KDR	protein_coding	3446	1711	1735	26.7922	8.0929	8.7658
ENSG00000128052.10	KDR	protein_coding	1640	784	856	15.1282	4.3233	4.1536
ENSG00000128052.10	KDR	protein_coding	3571	1813	1758	50.8023	13.6541	12.7729
ENSG00000128052.10	KDR	protein_coding	1058	544	514	20.0016	6.1959	5.8778
ENSG00000128052.10	KDR	protein_coding	894	453	441	7.4338	2.9403	3.4485
ENSG00000128052.10	KDR	protein_coding	1629	793	836	13.2141	3.9794	4.1956
ENSG00000128052.10	KDR	protein_coding	3532	1771	1761	20.6359	11.3996	12.9007
ENSG00000128052.10	KDR	protein_coding	5128	2549	2579	52.7726	16.7589	18.7549
ENSG00000128052.10	KDR	protein_coding	1456	723	733	27.5336	6.8444	6.7676
ENSG00000128052.10	KDR	protein_coding	1053	503	550	12.6785	4.1336	4.4633
ENSG00000128052.10	KDR	protein_coding	3955	1972	1983	30.7588	8.5070	8.0130
ENSG00000128052.10	KDR	protein_coding	1252	632	620	12.5610	3.7490	3.5767
ENSG00000128052.10	KDR	protein_coding	1604	799	805	18.8742	4.7145	4.2716
ENSG00000128052.10	KDR	protein_coding	2645	1320	1325	27.8019	8.7252	7.9740
ENSG00000128052.10	KDR	protein_coding	3100	1538	1562	30.6603	10.3473	11.4950
ENSG00000128052.10	KDR	protein_coding	1655	861	794	20.2618	5.3011	5.4743
ENSG00000128052.10	KDR	protein_coding	844	424	420	8.5295	2.5618	2.7779
ENSG00000128052.10	KDR	protein_coding	1857	930	927	14.8098	6.0018	6.8362
ENSG00000128052.10	KDR	protein_coding	2445	1251	1194	19.0982	5.5038	5.4603
ENSG00000128052.10	KDR	protein_coding	2882	1423	1459	29.6574	9.4575	9.8413
ENSG00000128052.10	KDR	protein_coding	1986	1019	967	16.0941	4.2745	4.3296
ENSG00000128052.10	KDR	protein_coding	165	83	82	1.4362	0.6543	0.8208
ENSG00000128052.10	KDR	protein_coding	698	340	358	5.1185	1.6940	1.7997
ENSG00000128052.10	KDR	protein_coding	557	272	285	6.4123	2.3981	2.8147
ENSG00000128052.10	KDR	protein_coding	5460	2769	2691	54.0039	13.8404	13.3639
ENSG00000128052.10	KDR	protein_coding	6390	3229	3161	71.2151	18.1677	17.1731
ENSG00000128052.10	KDR	protein_coding	2311	1164	1147	16.7643	5.0623	4.8660
ENSG00000128052.10	KDR	protein_coding	1262	653	609	14.0299	4.1781	4.2442
ENSG00000128052.10	KDR	protein_coding	3771	1891	1880	31.3247	7.6257	7.1606
ENSG00000128052.10	KDR	protein_coding	4013	1972	2041	35.9005	10.6447	10.4725
ENSG00000128052.10	KDR	protein_coding	3139	1574	1565	23.8222	6.5957	6.6704
ENSG00000128052.10	KDR	protein_coding	1145	606	539	10.5671	3.0797	2.8522
ENSG00000128052.10	KDR	protein_coding	1232	592	640	9.9569	3.1519	3.3581
ENSG00000128052.10	KDR	protein_coding	2845	1370	1476	21.1861	5.6559	5.6092
ENSG00000128052.10	KDR	protein_coding	1329	650	679	13.6249	3.8593	3.7746
ENSG00000128052.10	KDR	protein_coding	2858	1461	1397	23.5130	9.2240	11.0167
ENSG00000128052.10	KDR	protein_coding	4550	2261	2289	45.9465	12.7673	13.5155
ENSG00000128052.10	KDR	protein_coding	5745	2963	2782	46.4578	13.8569	14.1787
ENSG00000128052.10	KDR	protein_coding	5955	3053	2903	60.3750	16.1754	16.2183
ENSG00000128052.10	KDR	protein_coding	3017	1468	1549	27.8726	7.3399	7.1459
ENSG00000128052.10	KDR	protein_coding	9704	4744	4963	64.3077	18.1719	17.9514
ENSG00000128052.10	KDR	protein_coding	4054	1995	2059	23.5632	8.7865	9.0475
ENSG00000128052.10	KDR	protein_coding	2353	1176	1178	25.5171	6.2568	5.5732
ENSG00000128052.10	KDR	protein_coding	9417	4642	4775	60.6662	16.3945	15.6361
ENSG00000128052.10	KDR	protein_coding	901	442	459	5.7107	1.8370	1.8526
ENSG00000128052.10	KDR	protein_coding	1550	744	806	14.4963	3.9934	3.6736
ENSG00000128052.10	KDR	protein_coding	1774	896	878	20.1708	5.7988	5.2710
ENSG00000128052.10	KDR	protein_coding	4232	2126	2107	47.8648	14.3966	14.1252
ENSG00000128052.10	KDR	protein_coding	2567	1301	1266	27.8752	7.3692	7.5574
ENSG00000128052.10	KDR	protein_coding	1022	481	541	9.0727	2.9742	3.0325
ENSG00000128052.10	KDR	protein_coding	5408	2643	2765	42.1328	12.3680	12.2826
ENSG00000128052.10	KDR	protein_coding	1312	637	676	16.7038	4.2446	3.9909
ENSG00000128052.10	KDR	protein_coding	1235	600	635	15.9666	5.4693	5.3252
ENSG00000128052.10	KDR	protein_coding	1586	758	828	23.5072	7.2367	6.4981
ENSG00000128052.10	KDR	protein_coding	2008	968	1040	16.1760	3.9774	3.5257
ENSG00000128052.10	KDR	protein_coding	3953	1915	2038	37.1700	11.5386	12.9489
ENSG00000128052.10	KDR	protein_coding	3113	1606	1507	23.5418	8.0005	8.0660
ENSG00000128052.10	KDR	protein_coding	1504	775	729	21.1282	5.6892	5.7282
ENSG00000128052.10	KDR	protein_coding	2059	1023	1036	20.4740	5.3174	4.8567
ENSG00000128052.10	KDR	protein_coding	1946	994	953	15.1159	4.7401	5.0493
ENSG00000128052.10	KDR	protein_coding	2786	1378	1409	26.4105	6.6613	5.7479
ENSG00000128052.10	KDR	protein_coding	2362	1171	1191	29.2361	7.6973	7.2852
ENSG00000128052.10	KDR	protein_coding	3211	1599	1613	38.9921	10.7179	9.7935
ENSG00000128052.10	KDR	protein_coding	2454	1174	1280	16.9460	4.8661	5.0784
ENSG00000128052.10	KDR	protein_coding	2347	1178	1169	19.7033	5.2607	5.2627
ENSG00000128052.10	KDR	protein_coding	4467	2199	2268	43.7315	11.2591	12.3073
ENSG00000128052.10	KDR	protein_coding	3007	1463	1544	17.9805	7.0212	8.1922
ENSG00000128052.10	KDR	protein_coding	2350	1158	1192	21.7259	6.7474	6.6453
ENSG00000128052.10	KDR	protein_coding	628	316	312	4.9505	1.9895	2.2516
ENSG00000128052.10	KDR	protein_coding	7368	3708	3663	49.8798	15.3356	16.2347
ENSG00000128052.10	KDR	protein_coding	4411	2238	2173	34.6894	8.8104	8.3534
ENSG00000128052.10	KDR	protein_coding	2219	1109	1110	24.4040	7.4919	6.9871
ENSG00000128052.10	KDR	protein_coding	1132	531	601	14.8984	4.4481	4.2809
ENSG00000128052.10	KDR	protein_coding	2040	1053	987	14.4891	4.4698	4.2758
ENSG00000128052.10	KDR	protein_coding	3457	1686	1771	36.7649	9.8856	9.7317
ENSG00000128052.10	KDR	protein_coding	1439	756	683	18.4934	5.5881	5.3098
ENSG00000128052.10	KDR	protein_coding	2505	1260	1245	25.8063	7.4883	7.4450
ENSG00000128052.10	KDR	protein_coding	1902	897	1006	13.2973	4.4858	4.7752
ENSG00000128052.10	KDR	protein_coding	3740	1890	1850	39.7717	11.0332	10.5787
ENSG00000128052.10	KDR	protein_coding	1675	829	846	14.0861	5.4890	6.1180
ENSG00000128052.10	KDR	protein_coding	1251	620	631	12.7747	3.6414	3.5738
ENSG00000128052.10	KDR	protein_coding	2919	1482	1437	21.9305	6.5328	6.2069
ENSG00000128052.10	KDR	protein_coding	1313	672	641	14.9545	3.9844	3.5500
ENSG00000128052.10	KDR	protein_coding	1872	966	906	17.5467	5.1023	4.8482
ENSG00000128052.10	KDR	protein_coding	3638	1769	1869	59.8804	15.8858	14.3949
ENSG00000128052.10	KDR	protein_coding	2234	1116	1118	38.3340	10.2560	9.9153
ENSG00000128052.10	KDR	protein_coding	4160	2091	2069	27.9150	7.9733	8.3236
ENSG00000128052.10	KDR	protein_coding	575	288	287	6.3864	2.2549	2.2877
ENSG00000128052.10	KDR	protein_coding	1432	709	723	12.7852	3.1997	3.2118
ENSG00000128052.10	KDR	protein_coding	837	422	415	9.4314	2.3140	2.1027
ENSG00000128052.10	KDR	protein_coding	3748	1866	1882	40.0653	10.6151	9.6315
ENSG00000128052.10	KDR	protein_coding	6975	3547	3428	49.1694	18.0009	23.8965
ENSG00000128052.10	KDR	protein_coding	2681	1323	1358	21.6474	8.3178	8.5970
ENSG00000128052.10	KDR	protein_coding	4279	2089	2190	49.4380	14.5981	15.2167
ENSG00000128052.10	KDR	protein_coding	3338	1683	1655	41.0176	13.1602	12.9877
ENSG00000128052.10	KDR	protein_coding	3164	1543	1621	23.2618	7.0114	6.9757
ENSG00000128052.10	KDR	protein_coding	4203	2053	2150	44.8309	12.2458	12.0320
ENSG00000128052.10	KDR	protein_coding	3236	1525	1711	26.0932	6.9740	7.2350
ENSG00000128052.10	KDR	protein_coding	1237	615	622	13.6891	3.5299	3.1987
ENSG00000128052.10	KDR	protein_coding	1337	666	671	13.7596	4.8020	5.8380
ENSG00000128052.10	KDR	protein_coding	3322	1650	1674	38.5973	11.7740	11.5097
ENSG00000128052.10	KDR	protein_coding	2283	1167	1116	19.4119	5.0467	5.2601
ENSG00000128052.10	KDR	protein_coding	4423	2226	2197	30.4940	11.6462	13.1950
ENSG00000128052.10	KDR	protein_coding	934	462	472	7.7174	2.9846	3.3757
ENSG00000128052.10	KDR	protein_coding	1660	807	853	12.4323	5.3947	6.3180
ENSG00000128052.10	KDR	protein_coding	4571	2294	2277	50.2534	13.0603	12.5190
ENSG00000128052.10	KDR	protein_coding	8753	4352	4401	57.4210	14.4432	13.6818
ENSG00000128052.10	KDR	protein_coding	1874	922	952	21.0851	5.3735	5.2100
ENSG00000128052.10	KDR	protein_coding	2685	1357	1328	19.0507	6.0450	6.2819
ENSG00000128052.10	KDR	protein_coding	6817	3413	3404	52.1712	15.9496	16.0091
ENSG00000128052.10	KDR	protein_coding	1945	967	978	30.6873	8.2347	7.3137
ENSG00000128052.10	KDR	protein_coding	3460	1762	1698	22.7466	7.8047	8.0911
ENSG00000128052.10	KDR	protein_coding	3361	1677	1684	34.6805	8.9055	8.4716
ENSG00000128052.10	KDR	protein_coding	2984	1504	1480	16.3497	4.6222	4.6503
ENSG00000128052.10	KDR	protein_coding	1605	824	781	11.2631	4.6216	4.8510
ENSG00000128052.10	KDR	protein_coding	6026	3048	2978	44.1523	11.9758	11.8483
ENSG00000128052.10	KDR	protein_coding	795	397	398	8.8493	2.9264	2.6890
ENSG00000128052.10	KDR	protein_coding	712	349	363	10.7834	5.0366	5.8890
ENSG00000128052.10	KDR	protein_coding	1686	859	827	22.0176	6.2629	6.1338
ENSG00000128052.10	KDR	protein_coding	1488	727	761	19.1490	5.3761	5.5612
ENSG00000128052.10	KDR	protein_coding	7842	3913	3930	83.2715	21.0102	20.5473
ENSG00000128052.10	KDR	protein_coding	4709	2372	2337	41.9415	10.2637	11.0940
ENSG00000128052.10	KDR	protein_coding	2309	1117	1192	30.7113	9.3017	8.5352
ENSG00000128052.10	KDR	protein_coding	2851	1366	1485	27.3578	6.7840	7.4736
ENSG00000128052.10	KDR	protein_coding	2564	1259	1306	22.0303	6.2627	6.1009
ENSG00000128052.10	KDR	protein_coding	1613	803	810	15.9687	3.9076	3.7524
ENSG00000128052.10	KDR	protein_coding	1458	748	710	12.1335	3.8796	3.8991
ENSG00000128052.10	KDR	protein_coding	7893	3942	3951	68.2366	21.0728	23.8998
ENSG00000128052.10	KDR	protein_coding	6175	3111	3064	43.5415	10.9489	10.2995
ENSG00000128052.10	KDR	protein_coding	1003	518	485	11.1128	3.0817	2.9858
ENSG00000128052.10	KDR	protein_coding	2589	1291	1298	25.0247	6.3750	6.1497
ENSG00000128052.10	KDR	protein_coding	5835	2930	2905	48.7582	12.0664	13.8730
ENSG00000128052.10	KDR	protein_coding	1196	614	583	10.7690	2.7371	2.6986
ENSG00000128052.10	KDR	protein_coding	3938	1963	1975	25.6801	10.5691	12.5296
ENSG00000128052.10	KDR	protein_coding	2871	1437	1434	31.2801	8.5766	8.7994
ENSG00000128052.10	KDR	protein_coding	2292	1197	1095	34.5480	8.9228	8.4423
ENSG00000128052.10	KDR	protein_coding	1122	573	549	20.6103	5.2675	7.5783
ENSG00000128052.10	KDR	protein_coding	3185	1644	1541	26.5693	7.0172	7.7939
ENSG00000128052.10	KDR	protein_coding	1002	527	475	9.9599	2.8356	2.7440
ENSG00000128052.10	KDR	protein_coding	1818	956	862	21.7853	6.5792	6.4059
ENSG00000128052.10	KDR	protein_coding	2961	1489	1472	27.4378	7.1888	6.8931
ENSG00000128052.10	KDR	protein_coding	89	53	36	1.2566	0.4690	0.4957
ENSG00000128052.10	KDR	protein_coding	1845	940	905	19.3675	4.6359	4.5105
ENSG00000128052.10	KDR	protein_coding	2150	1088	1062	15.8945	4.5844	4.5553
ENSG00000128052.10	KDR	protein_coding	2505	1247	1258	32.3886	8.5036	8.0241
ENSG00000128052.10	KDR	protein_coding	3171	1552	1619	22.8239	9.6734	9.9319
ENSG00000128052.10	KDR	protein_coding	928	455	473	15.1002	3.7326	3.1849
ENSG00000128052.10	KDR	protein_coding	4911	2460	2451	34.9881	15.6025	14.1578
ENSG00000128052.10	KDR	protein_coding	5850	2891	2959	51.1950	13.5308	15.1176
ENSG00000128052.10	KDR	protein_coding	7775	3838	3937	62.2634	18.3189	18.1279
ENSG00000128052.10	KDR	protein_coding	992	493	499	14.2164	4.3455	4.2443
